,TENURE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,cluster
6395,12,10,10,0,10,0,10,1,2,0,2,0,5,2,1,5,0,0
6396,12,6,5,0,5,0,2,1,1,0,1,0,4,1,1,2,0,0
6397,12,9,0,0,0,2,0,3,0,0,0,4,4,2,3,0,1,1
6398,12,10,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
6399,12,10,2,2,0,0,0,3,2,2,0,0,4,1,1,2,0,3
6400,12,10,10,10,0,0,0,3,1,1,0,0,4,3,3,3,0,2
6401,12,10,0,0,0,1,0,3,0,0,0,1,3,1,3,0,1,3
6402,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
6403,11,10,10,0,9,0,0,1,2,0,2,0,3,1,1,2,0,0
6404,8,9,8,8,0,0,2,4,5,5,0,0,4,4,2,2,0,2
6405,12,10,2,1,1,4,0,3,3,3,1,3,3,4,2,3,1,1
6406,12,10,2,1,1,6,0,3,1,1,1,4,4,2,2,1,5,1
6407,12,10,10,0,10,2,0,1,1,0,1,3,3,2,1,3,1,0
6408,12,10,0,0,0,10,0,3,0,0,0,3,5,3,1,0,5,1
6409,12,9,3,3,0,0,0,1,1,1,0,0,5,1,1,1,0,3
6410,12,7,5,3,3,0,6,1,2,1,1,0,3,2,1,3,0,0
6411,12,10,1,1,0,5,1,2,1,1,0,4,3,2,1,1,2,1
6412,7,8,0,0,0,8,4,2,0,0,0,3,3,4,1,0,5,1
6413,12,10,0,0,0,1,0,1,0,0,0,1,3,1,1,0,1,3
6414,12,5,3,1,2,0,0,1,1,1,1,0,4,2,1,1,0,3
6415,12,10,10,0,10,1,0,3,2,0,2,1,2,2,4,3,1,0
6416,11,10,0,0,0,3,0,3,0,0,0,3,4,1,2,0,2,1
6417,12,10,6,1,5,8,0,3,1,1,1,4,3,4,2,2,4,1
6418,12,10,6,1,5,1,0,3,1,1,1,1,4,3,1,2,1,3
6419,12,10,5,1,4,5,0,5,1,1,1,3,5,3,3,2,2,1
6420,12,8,10,0,10,0,0,1,1,0,1,0,3,1,1,3,0,0
6421,12,10,0,0,0,5,0,3,0,0,0,3,4,3,1,0,2,1
6422,12,10,1,1,0,2,0,4,1,1,0,4,5,2,2,1,1,1
6423,12,9,10,6,7,0,0,3,3,3,1,0,4,4,2,5,0,2
6424,12,10,10,5,10,5,0,4,4,2,4,3,6,5,3,7,2,2
6425,11,10,6,1,5,3,0,2,1,1,1,1,3,2,1,2,2,3
6426,12,10,10,5,10,0,10,1,4,3,3,0,4,3,1,7,0,2
6427,12,6,6,0,5,0,3,1,1,0,1,0,4,1,1,2,0,0
6428,12,10,10,8,10,0,0,4,5,3,5,0,5,4,2,8,0,2
6429,12,10,10,7,8,0,0,3,3,3,2,0,5,3,1,6,0,2
6430,12,10,0,0,0,4,0,4,0,0,0,2,5,2,2,0,1,1
6431,12,10,10,5,10,0,2,1,3,2,2,0,5,2,1,5,0,2
6432,6,10,10,0,9,0,10,1,1,0,1,0,2,1,1,2,0,0
6433,12,10,3,2,2,4,0,5,1,1,1,1,6,3,3,2,2,1
6434,8,8,8,2,7,3,0,2,2,1,1,2,2,1,2,4,1,0
6435,12,10,10,2,10,0,10,1,4,1,4,0,5,4,1,7,0,2
6436,6,2,0,0,0,2,0,1,0,0,0,2,3,0,2,0,1,3
6437,12,10,0,0,0,1,0,1,0,0,0,1,3,1,1,0,1,3
6438,12,10,10,1,10,1,0,3,3,1,3,1,2,1,6,7,1,0
6439,12,8,3,3,0,0,0,1,2,2,0,0,3,2,1,2,0,3
6440,12,10,10,4,10,0,0,2,3,3,3,0,3,3,1,4,0,2
6441,12,9,6,6,0,0,6,1,3,3,0,0,4,3,1,6,0,2
6442,12,7,5,0,5,0,0,1,1,0,1,0,2,1,1,2,0,0
6443,12,10,10,10,8,4,0,3,5,5,3,2,4,5,2,7,1,2
6444,12,10,10,0,9,4,0,4,1,0,1,3,4,2,3,3,1,1
6445,12,10,0,0,0,5,0,5,0,0,0,5,6,3,3,0,2,1
6446,12,7,5,0,5,0,8,1,1,0,1,0,3,1,1,2,0,0
6447,12,3,3,0,2,0,10,1,1,0,1,0,4,1,1,1,0,3
6448,12,10,6,1,5,2,0,3,2,1,2,3,4,1,2,4,1,0
6449,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
6450,11,10,8,8,0,0,0,1,2,2,0,0,4,2,1,2,0,3
6451,12,10,10,1,10,6,0,3,3,1,3,3,5,3,2,5,3,2
6452,12,10,3,1,2,0,0,1,1,1,1,0,4,2,1,1,0,3
6453,12,9,5,5,0,0,0,1,4,4,0,0,3,4,1,5,0,2
6454,8,5,9,0,8,0,0,1,1,0,1,0,2,1,1,2,0,0
6455,12,10,2,2,0,4,0,5,3,3,0,6,6,6,3,1,5,1
6456,8,4,3,3,0,0,10,1,3,3,0,0,4,3,1,1,0,3
6457,12,10,5,4,2,3,0,3,2,1,1,2,3,1,2,3,1,3
6458,12,10,10,0,10,0,0,4,2,0,2,0,4,2,2,3,0,0
6459,12,10,10,5,10,5,0,5,4,2,4,4,5,5,4,7,2,2
6460,10,10,10,0,9,0,3,1,1,0,1,0,3,1,1,4,0,0
6461,12,10,5,4,1,1,0,3,2,2,1,1,4,2,1,2,1,3
6462,12,5,0,0,0,1,0,1,0,0,0,2,2,1,1,0,1,3
6463,12,3,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,3
6464,12,10,0,0,0,1,0,2,0,0,0,2,3,2,1,0,1,3
6465,12,10,0,0,0,1,1,3,0,0,0,1,3,3,2,0,1,3
6466,12,10,7,0,7,2,0,2,1,0,1,1,3,1,1,2,1,0
6467,12,10,8,1,7,0,1,2,2,1,1,0,2,2,1,2,0,0
6468,12,10,0,0,0,3,1,2,0,0,0,3,3,3,1,0,2,3
6469,12,10,0,0,0,1,0,3,0,0,0,1,4,2,2,0,1,3
6470,12,10,10,5,7,2,0,3,3,2,2,3,3,2,2,4,2,2
6471,12,2,1,1,0,0,0,1,1,1,0,0,3,3,1,1,0,3
6472,11,10,4,0,4,1,1,2,1,0,1,2,2,3,1,1,1,3
6473,12,10,1,1,0,0,1,2,3,3,0,0,5,3,2,1,0,3
6474,12,10,0,0,0,8,0,5,0,0,0,4,5,3,3,0,5,1
6475,11,10,1,1,0,1,0,3,1,1,0,1,3,1,1,1,1,3
6476,12,10,7,0,6,0,0,3,1,0,1,0,4,2,2,3,0,0
6477,12,10,2,0,2,6,0,3,1,0,1,2,3,1,2,1,4,1
6478,10,9,1,1,0,1,0,3,1,1,0,2,3,1,2,1,1,3
6479,12,10,4,4,0,6,0,6,1,1,0,4,6,3,5,1,3,1
6480,12,10,10,10,10,0,5,1,3,3,1,0,3,2,1,7,0,2
6481,10,8,3,3,0,0,0,1,1,1,0,0,3,1,1,1,0,3
6482,12,6,9,0,8,1,0,1,2,0,2,1,3,2,1,3,1,0
6483,12,10,10,5,10,0,0,1,2,1,1,0,2,2,1,6,0,0
6484,12,10,10,1,10,2,0,4,3,1,2,4,6,3,2,5,1,2
6485,12,10,0,0,0,8,0,3,0,0,0,3,3,3,1,0,3,1
6486,12,10,4,0,3,0,0,1,1,0,1,0,3,0,2,1,0,3
6487,12,10,10,0,9,0,10,1,1,0,1,0,3,1,1,3,0,0
6488,12,10,9,3,6,7,0,4,3,3,1,4,5,2,2,4,5,1
6489,12,8,10,1,10,0,4,1,2,1,2,0,5,3,1,3,0,0
6490,12,10,10,1,10,6,5,1,2,1,1,3,3,4,3,5,2,0
6491,12,10,6,2,4,0,0,1,2,2,1,0,3,3,1,2,0,0
6492,12,10,4,0,3,1,0,4,1,0,1,2,5,3,3,2,1,1
6493,12,10,10,0,10,0,9,1,1,0,1,0,3,1,1,3,0,0
6494,12,10,2,2,0,3,0,3,1,1,0,3,4,3,2,1,1,1
6495,12,10,10,0,10,0,10,1,1,0,1,0,5,1,1,5,0,0
6496,12,10,10,4,10,0,10,1,4,1,4,0,5,4,1,8,0,2
6497,12,10,5,0,5,0,0,3,1,0,1,0,3,2,1,2,0,0
6498,8,10,0,0,0,2,0,3,0,0,0,1,4,1,1,0,1,3
6499,12,10,10,6,6,0,0,4,3,3,1,0,5,2,2,5,0,2
6500,12,10,10,1,10,0,1,1,2,1,1,0,4,1,1,5,0,0
6501,9,10,0,0,0,3,0,3,0,0,0,3,3,1,1,0,1,3
6502,12,10,1,1,0,0,0,3,1,1,0,0,3,1,2,1,0,3
6503,12,10,10,0,10,0,0,2,1,0,1,0,2,1,1,3,0,0
6504,12,10,3,0,3,0,0,2,1,0,1,0,3,1,1,1,0,3
6505,12,10,10,4,9,4,1,2,3,1,2,2,3,2,1,5,2,0
6506,10,1,0,0,0,1,0,1,0,0,0,1,3,0,2,0,1,3
6507,12,10,10,4,10,0,3,1,2,1,1,0,3,1,1,4,0,0
6508,11,10,10,0,10,0,1,1,3,0,3,0,3,3,1,3,0,0
6509,12,10,0,0,0,1,0,3,0,0,0,1,3,1,1,0,1,3
6510,6,10,10,0,9,0,0,1,1,0,1,0,2,1,1,2,0,0
6511,12,10,6,0,6,0,0,3,3,0,3,0,3,3,4,2,0,0
6512,12,10,10,10,8,0,1,4,5,5,2,0,5,5,2,7,0,2
6513,12,10,2,0,1,3,3,2,1,0,1,3,3,4,1,2,2,1
6514,12,1,7,1,7,0,0,1,2,1,1,0,3,2,2,2,0,0
6515,12,2,2,0,2,0,4,1,1,0,1,0,3,1,1,1,0,3
6516,12,10,10,4,10,3,4,4,3,2,2,4,6,6,3,6,2,2
6517,6,9,2,0,2,2,0,2,1,0,1,2,3,1,1,1,1,3
6518,8,3,10,0,9,0,2,1,1,0,1,0,3,2,1,2,0,0
6519,12,10,10,0,10,1,0,3,1,0,1,3,4,2,2,3,1,0
6520,12,10,8,0,8,0,0,3,1,0,1,0,3,1,2,2,0,0
6521,12,10,5,5,0,5,0,5,2,2,0,3,5,3,3,3,3,1
6522,12,1,1,1,0,0,0,1,2,2,0,0,4,5,2,1,0,3
6523,12,10,10,0,10,0,0,3,2,0,2,0,3,2,3,3,0,0
6524,12,6,5,0,5,0,10,1,1,0,1,0,4,2,1,2,0,0
6525,12,10,0,0,0,3,0,3,0,0,0,2,3,3,2,0,1,3
6526,12,0,5,0,5,0,0,0,1,0,1,0,3,0,2,1,0,3
6527,12,10,10,0,10,0,9,1,1,0,1,0,3,1,1,3,0,0
6528,12,10,10,0,10,0,0,1,3,0,3,0,5,3,1,5,0,0
6529,12,10,10,0,10,0,1,1,1,0,1,0,3,1,1,4,0,0
6530,7,8,0,0,0,3,0,2,0,0,0,3,3,1,1,0,2,3
6531,12,3,1,0,1,3,1,1,1,0,1,3,3,3,1,1,2,3
6532,12,10,0,0,0,1,0,2,0,0,0,1,2,1,1,0,1,3
6533,12,10,9,8,1,0,0,1,2,2,1,0,3,2,1,4,0,2
6534,12,10,0,0,0,2,0,3,0,0,0,3,3,1,1,0,1,3
6535,6,10,10,0,9,0,10,1,1,0,1,0,2,1,1,1,0,0
6536,12,10,8,0,8,0,1,1,1,0,1,0,3,1,1,5,0,0
6537,12,10,1,0,1,0,0,1,1,0,1,0,5,2,1,1,0,3
6538,12,10,0,0,0,10,0,5,0,0,0,5,5,5,3,0,5,1
6539,12,10,7,0,6,0,1,1,1,0,1,0,3,1,1,3,0,0
6540,12,10,0,0,0,5,0,3,0,0,0,1,3,1,1,0,2,3
6541,12,10,10,0,10,0,0,3,3,0,3,0,3,3,4,4,0,0
6542,12,10,0,0,0,1,0,2,0,0,0,1,3,1,1,0,1,3
6543,6,9,9,0,9,0,7,1,1,0,1,0,2,1,1,2,0,0
6544,12,4,1,1,0,0,0,1,2,2,0,0,3,2,1,1,0,3
6545,12,5,0,0,0,2,0,2,0,0,0,3,5,3,1,0,2,3
6546,12,10,0,0,0,2,0,1,0,0,0,1,1,1,1,0,1,3
6547,12,10,9,0,9,0,2,1,1,0,1,0,3,1,1,2,0,0
6548,10,2,1,1,0,0,0,1,1,1,0,0,2,1,1,1,0,3
6549,12,10,2,1,1,3,0,3,1,1,1,3,3,3,1,1,1,3
6550,12,10,3,3,0,5,1,2,1,1,0,4,5,3,1,1,3,1
6551,12,6,1,1,0,2,0,2,1,1,0,3,3,4,1,1,2,3
6552,12,10,0,0,0,3,0,3,0,0,0,3,3,2,2,0,1,1
6553,11,10,7,5,4,3,2,2,3,2,2,2,3,3,2,4,1,2
6554,12,10,10,2,10,0,6,1,3,1,3,0,4,3,1,6,0,0
6555,12,10,7,0,5,0,0,1,2,0,2,0,4,1,1,2,0,0
6556,12,10,10,1,10,0,10,1,1,1,1,0,5,1,1,4,0,0
6557,6,9,0,0,0,4,0,3,0,0,0,4,4,1,1,0,2,1
6558,12,4,3,1,3,0,0,1,1,1,1,0,3,2,1,1,0,3
6559,12,10,7,0,7,0,8,1,1,0,1,0,3,1,1,3,0,0
6560,12,7,10,6,10,5,1,2,4,3,2,3,5,4,1,6,3,2
6561,11,10,1,1,0,1,0,3,3,3,0,1,3,3,2,1,1,3
6562,12,10,0,0,0,1,0,3,0,0,0,3,3,1,1,0,1,3
6563,12,10,6,6,0,2,0,3,3,3,0,1,3,1,1,7,1,2
6564,12,10,0,0,0,6,1,4,0,0,0,4,4,5,3,0,6,1
6565,12,8,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,3
6566,12,10,0,0,0,6,0,4,0,0,0,5,5,3,3,0,2,1
6567,12,10,0,0,0,2,0,3,0,0,0,2,3,1,1,0,1,3
6568,12,10,0,0,0,10,0,5,0,0,0,4,5,3,3,0,5,1
6569,12,10,10,0,10,0,5,1,1,0,1,0,3,1,1,3,0,0
6570,12,5,10,0,9,0,2,1,1,0,1,0,2,1,1,3,0,0
6571,12,4,1,1,0,0,1,1,1,1,0,0,3,1,1,1,0,3
6572,9,9,0,0,0,2,0,1,0,0,0,1,2,1,1,0,1,3
6573,12,10,2,0,2,0,0,2,1,0,1,0,2,2,3,1,0,3
6574,12,10,10,0,10,0,7,1,2,0,2,0,2,2,1,4,0,0
6575,12,10,10,0,8,0,10,1,2,0,2,0,3,2,1,4,0,0
6576,12,10,0,0,0,5,0,4,0,0,0,3,4,3,6,0,3,1
6577,12,10,9,9,0,0,8,2,5,5,0,0,4,4,1,5,0,2
6578,12,10,10,0,10,0,7,1,1,0,1,0,3,1,1,3,0,0
6579,12,10,5,5,0,0,0,1,3,3,0,0,5,2,1,2,0,3
6580,12,10,1,1,0,0,0,1,1,1,0,0,4,1,1,1,0,3
6581,12,10,10,8,10,0,0,1,3,2,2,0,4,3,1,6,0,2
6582,12,8,3,3,0,0,0,2,3,3,0,0,4,3,1,1,0,3
6583,12,10,10,0,10,0,10,1,2,0,2,0,3,2,1,5,0,0
6584,10,10,0,0,0,2,0,3,0,0,0,1,3,1,1,0,1,3
6585,12,4,4,0,3,0,10,1,1,0,1,0,5,1,1,1,0,0
6586,10,9,0,0,0,6,2,3,0,0,0,5,3,3,1,0,3,1
6587,12,10,10,8,10,0,0,3,4,4,2,0,4,4,3,7,0,2
6588,12,10,10,0,10,0,9,1,1,0,1,0,5,1,1,6,0,0
6589,12,10,0,0,0,5,0,3,0,0,0,2,3,2,2,0,2,1
6590,9,2,0,0,0,2,0,1,0,0,0,1,4,0,2,0,1,3
6591,12,10,0,0,0,2,1,3,0,0,0,3,3,3,2,0,1,1
6592,12,10,10,0,10,0,6,1,3,0,3,0,1,3,3,3,0,0
6593,12,10,0,0,0,4,4,2,0,0,0,3,3,3,1,0,3,1
6594,12,4,2,2,0,0,0,1,2,2,0,0,5,1,1,1,0,3
6595,12,10,0,0,0,1,1,2,0,0,0,3,3,3,1,0,1,3
6596,12,10,0,0,0,4,0,3,0,0,0,3,3,3,2,0,1,1
6597,12,4,3,0,3,0,0,1,1,0,1,0,3,2,1,1,0,3
6598,12,10,0,0,0,5,0,5,0,0,0,3,5,3,3,0,2,1
6599,11,10,0,0,0,3,0,3,0,0,0,1,3,2,3,0,2,1
6600,12,10,10,2,10,1,0,5,3,2,1,3,6,3,3,5,1,2
6601,12,10,0,0,0,1,0,4,0,0,0,3,4,2,6,0,2,1
6602,12,10,10,1,10,0,0,3,2,1,1,0,3,2,3,3,0,0
6603,12,10,6,6,4,0,0,4,3,3,2,0,5,2,3,5,0,2
6604,12,10,0,0,0,5,0,3,0,0,0,1,3,1,1,0,2,3
6605,12,5,1,1,0,0,2,1,1,1,0,0,5,1,1,1,0,3
6606,12,10,0,0,0,1,0,2,0,0,0,2,3,2,1,0,1,3
6607,12,10,2,1,2,0,0,2,1,1,1,0,2,1,1,1,0,3
6608,12,10,9,0,9,0,0,2,1,0,1,0,1,1,2,3,0,0
6609,12,10,10,2,10,0,0,3,1,1,1,0,4,1,1,3,0,0
6610,12,10,10,2,10,1,0,2,2,1,1,1,3,2,1,6,1,0
6611,12,8,6,6,5,0,2,1,2,2,1,0,3,3,1,5,0,0
6612,6,9,4,4,0,7,0,3,2,2,0,3,3,1,1,1,1,1
6613,12,10,6,5,5,4,2,1,3,2,1,3,3,3,1,5,2,2
6614,12,10,0,0,0,2,0,3,0,0,0,2,3,2,2,0,1,3
6615,12,10,2,2,0,0,0,3,1,1,0,0,3,1,2,1,0,3
6616,12,10,10,2,10,0,2,1,3,3,2,0,5,3,1,6,0,2
6617,6,10,10,0,9,0,5,1,1,0,1,0,3,1,1,2,0,0
6618,12,10,7,0,7,0,0,3,1,0,1,0,3,2,2,2,0,0
6619,12,9,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
6620,12,10,4,1,3,1,0,4,2,1,1,2,4,3,3,3,1,1
6621,12,10,0,0,0,1,0,3,0,0,0,3,3,1,3,0,1,3
6622,12,10,5,5,0,10,10,1,1,1,0,3,3,4,3,2,4,1
6623,12,10,10,1,10,0,0,4,2,1,2,0,3,2,6,7,0,0
6624,12,10,10,1,10,0,0,4,5,3,4,0,5,3,3,6,0,2
6625,12,10,10,0,10,0,10,1,2,0,2,0,3,2,1,3,0,0
6626,12,10,10,10,3,1,0,3,3,3,1,2,5,2,1,6,1,2
6627,12,10,10,2,10,0,0,3,3,1,3,0,4,2,1,6,0,0
6628,12,10,3,3,0,4,0,3,3,3,0,2,3,2,2,2,1,3
6629,12,10,10,9,10,1,0,6,5,4,3,1,6,4,5,8,1,2
6630,12,6,5,0,5,0,8,1,1,0,1,0,4,1,1,2,0,0
6631,12,10,4,4,1,0,0,3,1,1,1,0,3,2,3,3,0,3
6632,12,10,10,10,10,0,10,1,2,1,1,0,4,2,1,5,0,2
6633,12,10,7,0,7,3,9,3,2,0,2,5,4,5,1,2,1,1
6634,12,10,10,6,8,0,3,1,3,2,1,0,4,2,1,5,0,2
6635,12,10,10,1,10,0,0,4,3,1,3,0,4,3,6,6,0,2
6636,12,10,10,0,10,0,2,1,1,0,1,0,4,1,1,3,0,0
6637,12,4,1,1,0,0,4,1,1,1,0,0,3,1,1,1,0,3
6638,12,10,7,5,5,3,0,4,3,3,1,3,6,2,2,3,1,2
6639,12,9,0,0,0,2,2,2,0,0,0,3,3,3,1,0,1,3
6640,12,10,10,10,5,0,6,1,6,5,4,0,5,6,1,8,0,2
6641,12,10,0,0,0,4,0,3,0,0,0,1,3,1,1,0,2,3
6642,7,10,2,0,2,0,0,3,1,0,1,0,3,1,5,1,0,3
6643,12,10,1,1,0,2,0,2,1,1,0,1,2,1,2,1,1,3
6644,12,10,4,1,3,1,0,3,1,1,1,1,3,1,2,1,1,3
6645,12,10,0,0,0,3,0,3,0,0,0,1,3,2,1,0,1,3
6646,12,10,6,6,0,3,1,3,1,1,0,2,3,3,2,2,1,3
6647,12,10,10,8,10,0,0,3,3,2,3,0,3,4,2,7,0,2
6648,12,10,10,10,0,0,2,1,3,3,0,0,3,3,1,3,0,2
6649,12,6,4,0,4,0,0,2,1,0,1,0,3,3,1,1,0,3
6650,12,10,10,0,10,0,5,1,3,0,3,0,3,3,1,7,0,0
6651,12,10,9,0,8,2,0,4,1,0,1,3,4,3,2,2,1,1
6652,12,2,1,1,0,0,0,1,3,3,0,0,3,5,3,1,0,3
6653,12,10,0,0,0,3,0,5,0,0,0,4,6,3,3,0,2,1
6654,8,10,0,0,0,5,2,3,0,0,0,4,3,3,1,0,3,1
6655,12,4,8,0,8,0,0,1,1,0,1,0,3,2,1,2,0,0
6656,12,5,10,0,10,0,1,1,1,0,1,0,3,1,1,4,0,0
6657,12,7,0,0,0,3,0,2,0,0,0,2,3,3,1,0,1,3
6658,12,9,0,0,0,2,2,1,0,0,0,2,3,3,1,0,1,3
6659,11,10,1,1,0,1,0,1,1,1,0,1,3,2,1,1,1,3
6660,12,10,10,10,0,2,0,3,3,3,0,2,3,3,2,4,1,2
6661,12,10,7,1,6,0,3,1,1,1,1,0,5,1,1,2,0,0
6662,6,10,7,7,0,0,0,1,2,2,0,0,3,2,1,3,0,3
6663,7,10,2,2,0,0,2,2,1,1,0,0,3,3,1,1,0,3
6664,12,8,7,0,6,0,5,1,1,0,1,0,3,1,1,2,0,0
6665,12,2,2,0,1,0,0,1,1,0,1,0,3,0,2,1,0,3
6666,12,10,10,2,10,0,0,3,3,3,2,0,5,3,2,6,0,2
6667,12,10,0,0,0,6,0,3,0,0,0,1,3,2,2,0,2,1
6668,12,9,3,0,2,0,0,1,1,0,1,0,3,1,1,1,0,3
6669,12,10,1,1,0,3,0,3,1,1,0,3,3,2,2,1,2,1
6670,12,10,10,1,10,4,0,5,3,2,3,4,5,3,3,5,1,2
6671,12,10,0,0,0,1,0,3,0,0,0,1,4,1,1,0,1,3
6672,12,10,3,0,3,0,0,1,1,0,1,0,3,1,1,1,0,3
6673,12,5,5,5,2,0,10,1,3,3,1,0,1,3,1,5,0,0
6674,12,10,0,0,0,1,0,3,0,0,0,1,3,2,1,0,1,3
6675,12,10,5,1,4,1,0,3,1,1,1,1,3,1,1,2,1,3
6676,8,8,0,0,0,4,0,3,0,0,0,3,3,1,1,0,3,1
6677,12,10,5,3,3,3,0,3,1,1,1,2,3,1,2,2,1,3
6678,12,10,8,5,7,3,0,3,3,3,3,2,3,3,3,6,1,2
6679,12,10,0,0,0,5,0,4,0,0,0,3,4,2,2,0,4,1
6680,12,4,2,2,0,0,4,1,1,1,0,0,2,1,1,1,0,3
6681,12,10,1,1,0,1,0,5,1,1,0,5,5,5,3,1,1,1
6682,12,10,10,5,10,7,0,4,3,1,3,3,5,3,3,7,4,2
6683,12,10,0,0,0,5,0,1,0,0,0,3,3,1,1,0,3,3
6684,12,10,2,0,2,0,0,1,1,0,1,0,3,1,1,1,0,3
6685,12,10,1,1,0,2,0,2,1,1,0,2,3,1,1,1,1,3
6686,12,10,10,8,10,0,0,3,4,3,3,0,5,3,2,8,0,2
6687,12,10,10,0,10,0,0,3,3,0,3,0,4,3,1,3,0,0
6688,12,10,10,0,10,0,0,3,3,0,3,0,4,4,3,3,0,0
6689,12,10,10,5,10,0,5,2,4,3,3,0,5,4,1,5,0,2
6690,11,3,0,0,0,1,0,1,0,0,0,3,3,0,2,0,1,3
6691,12,10,10,1,10,0,0,3,2,1,2,0,2,2,3,4,0,0
6692,12,10,0,0,0,1,1,1,0,0,0,1,3,3,1,0,1,3
6693,12,9,10,7,10,0,0,3,4,3,3,0,4,4,2,7,0,2
6694,12,5,5,0,5,0,0,1,1,0,1,0,3,1,1,2,0,3
6695,12,10,0,0,0,1,0,3,0,0,0,1,3,2,2,0,1,3
6696,8,9,9,4,5,9,2,2,3,2,1,4,3,4,1,3,2,1
6697,12,10,10,0,10,0,0,2,1,0,1,0,3,1,1,3,0,0
6698,12,10,10,0,9,0,5,1,1,0,1,0,4,1,1,4,0,0
6699,12,10,2,0,2,0,0,1,1,0,1,0,3,1,1,1,0,3
6700,12,10,1,1,0,0,0,2,1,1,0,0,3,1,1,1,0,3
6701,6,7,0,0,0,5,0,2,0,0,0,3,3,1,1,0,2,3
6702,12,10,4,4,0,6,0,3,1,1,0,3,3,3,2,2,4,1
6703,12,8,5,1,4,0,5,1,2,1,1,0,3,2,1,2,0,0
6704,12,10,10,1,10,2,0,4,4,1,3,3,4,3,5,6,1,2
6705,12,4,4,4,4,0,0,1,3,3,2,0,4,4,1,5,0,2
6706,12,10,9,1,7,0,8,1,2,1,2,0,3,2,1,3,0,0
6707,12,10,4,1,2,9,0,4,1,1,1,5,5,5,2,1,5,1
6708,12,10,10,0,9,0,0,3,1,0,1,0,3,2,2,3,0,0
6709,10,10,10,8,9,0,0,2,3,3,1,0,3,1,2,7,0,2
6710,12,8,3,2,1,0,0,1,2,2,1,0,4,3,1,2,0,3
6711,12,3,3,0,2,0,0,1,1,0,2,0,3,2,1,2,0,3
6712,12,10,1,1,0,3,0,2,1,1,0,1,4,1,1,1,1,3
6713,12,10,10,4,10,2,0,4,4,3,2,1,4,2,2,6,1,2
6714,9,8,4,0,3,5,4,1,1,0,1,3,3,3,1,1,1,3
6715,12,10,10,0,10,0,10,1,1,0,1,0,3,1,1,3,0,0
6716,12,10,0,0,0,4,0,5,0,0,0,3,5,3,3,0,2,1
6717,12,10,10,0,10,0,9,1,2,0,2,0,3,2,1,5,0,0
6718,12,10,0,0,0,6,0,3,0,0,0,4,5,2,3,0,3,1
6719,12,6,5,1,4,0,2,1,2,1,1,0,4,1,1,2,0,0
6720,12,10,3,2,1,4,0,3,1,1,1,1,3,2,2,2,2,1
6721,12,8,5,0,5,0,1,1,1,0,1,0,3,1,1,2,0,0
6722,12,10,8,8,4,0,0,2,3,3,1,0,4,3,1,5,0,2
6723,12,10,5,5,0,0,0,1,1,1,0,0,3,1,1,2,0,3
6724,12,10,10,0,10,0,10,1,2,0,2,0,3,2,1,6,0,0
6725,7,2,2,2,0,0,0,1,1,1,0,0,1,1,1,1,0,3
6726,12,10,6,3,4,8,0,3,2,1,1,4,4,4,2,2,3,1
6727,12,10,5,5,0,0,0,3,1,1,0,0,4,1,2,2,0,3
6728,12,10,9,1,8,5,0,3,1,1,1,3,3,2,1,3,3,1
6729,12,10,0,0,0,2,0,2,0,0,0,1,2,1,1,0,1,3
6730,12,10,10,0,10,0,2,1,3,0,3,0,5,3,1,6,0,0
6731,12,3,4,0,4,0,0,1,2,0,2,0,2,3,1,1,0,3
6732,12,10,9,0,9,2,1,3,3,0,3,3,4,4,3,3,1,0
6733,12,10,5,2,5,0,0,3,2,1,2,0,3,2,2,4,0,0
6734,12,10,1,1,0,0,0,3,1,1,0,0,3,3,3,1,0,3
6735,12,10,10,0,10,0,10,1,2,0,2,0,3,2,1,7,0,0
6736,12,10,1,1,0,3,0,3,1,1,0,1,3,2,1,1,1,3
6737,12,10,10,3,10,0,0,2,1,1,1,0,4,2,1,4,0,0
6738,12,10,5,5,0,1,0,3,1,1,0,2,3,2,2,3,1,3
6739,12,10,5,0,4,0,0,3,1,0,1,0,2,1,2,1,0,3
6740,7,10,9,0,8,0,0,1,1,0,1,0,3,1,1,2,0,0
6741,12,7,5,0,5,0,0,1,1,0,1,0,3,3,4,1,0,0
6742,12,10,1,1,0,5,0,3,1,1,0,4,5,3,1,1,2,1
6743,12,10,0,0,0,3,0,2,0,0,0,2,5,3,4,0,1,1
6744,12,10,7,3,4,0,0,2,2,1,1,0,2,1,1,3,0,0
